country-name,state-or-province,phys-area-name,principal-cave-name,other-cave-name,cave-id,latitude,longitude,altitude,length,vertical-extent,number-of-entrances,rock-type,cave-type,contents,comments,cave-system,branch-name,reference,cave-use,curation
Romania,,Apuseni Mountains,Focul Viu Ice Cave,,,,,,107,,,,,permanent ice,,,,Brad et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00025-5,,
Romania,,Apuseni Mountains,Scărișoara Ice Cave,Scărișoara Cave,,46.48972,22.80972,1150,700,,,limestone,,permanent ice,,,,"Brad et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00025-5; Racoviţă and Onac (2000) 'Scărișoara Glacier Cave' Editura Carpatica, 138pp; Holmlund et al. (2005) https://doi.org:j.0435-3676.2005.00252.x; Perşoiu et al. (2011) https://doi.org:10.1029/2010JD014477; Feurdean et al. (2011) https://doi.org:10.1016/j.revpalbo.2011.01.007; Itcus et al. (2018) https://doi.org:10.1038/s41598-018-34106-2",guided tourist cave,
Serbia,,Beljanica Mt.,Tisova Jama,,,,,920,331,235,,,,permanent ice,vertical / inclined,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Suva Planina Mt.,Provalija,,,,,1649,58,58,,,,permanent ice,vertical,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Mijajlova Jama,,,,,710,297,167,,,,permanent ice,vertical / inclined,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Dubašnica,,,,,905,,276,,,,periodic ice,vertical; occasionally perennial ice,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Zla Ledenica,,,,,900,150,37,,,,periodic ice,vertical / inclined; occasionally perennial ice,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Stojkova Ledenica,,,,,865,150,47,,,,periodic ice,vertical / inclined; occasionally perennial ice,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Rtanj Mt.,Rtanjska Ledenica,,,,,926,63,40,,,,periodic ice,Occasionally perennial,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Beljanica Mt.,Ledena Peć,,,,,670,108,18,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Dobra Ledenica,,,,,850,105,20,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Ledenica u Maloj Brezovici,,,,,,43,,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Ledenica u Velikoj Brezovici,,,,,,,,,,,,,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt. (Vrtačelje),Ledena Pećina,,,,,922,231,92,,,,periodic ice,inclined / cascading,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Gaura Đin Šotaća,,,,,800,10,,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Tupižnica Mt.,Tupižnička Ledenica,,,,,1060,63,26,,,,periodic ice,inclined / vertical,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Devica Mt.,Veliki Ledenik,,,,,1123,51,25,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Devica Mt.,Mali Ledenik,,,,,1145,42,9,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Devica Mt.,Ledenik kod Sićermanske Livade,,,,,,,,,,,,,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Ozren Mt.,Ledenik,,,,,1120,43,20,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Svrljiške Planine Mt.,Snežnica,,,,,,,,,,,,,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Suva Planina Mt.,Ledenica u Ždrebici,,,,,1370,,24,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Suva Planina Mt.,Krstasta Provalija,,,,,,,,,,,,,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Suva Planina Mt.,Ledenica Trem,,,,,1776,13,2,,,rock shelter,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Krnjača village,Lednica,,,,,1152,,,,,,permanent ice,vertical / inclined,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Piskova Poljana (Pešter),Ledenica,,,,,1518,69,6,,,,periodic ice,Ponor cave; occasionally perennial ice,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Vojselov Bunar (Pešter),Špela Bores,,,,,1215,43,23,,,,periodic ice,vertical / inclined,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Mezgraja (Pešter),Bezdan u Mezgraji,,,,,1316,,40,,,,periodic ice,vertical / inclined,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kamena Gora village,Golubova Pećina,,,,,1346,37,11,,,,periodic ice,Vertical structural cavity,,,Nešić and Ćalić (2018) https://doi.org:10.1016/B978-0-12-811739-2.00027-9,,
Spain,Santa Cruz de Tenerife,Canary Islands; Mount Teide,Cueva de Hielo del Teide,,,,,3400,,,,,lava tunnel,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,Santa Cruz de Tenerife,Canary Islands; Mount Teide,Ice cave 2 Pico Viejo,,,,,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,Santa Cruz de Tenerife,Canary Islands; Mount Teide,Cuevas Heladas de Villar,,,,,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,Santa Cruz de Tenerife,Canary Islands; Mount Teide,Sima de Hielo Montaña,,,,,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,Santa Cruz de Tenerife,Canary Islands; Mount Teide,Rajada,,,,,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,Aragon,Pyrenees; Monte Perdido-Marboré,Casteret,,,42.68514,-0.032455,2640,,80,,limestone,,permanent ice,ponded,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0; https://en.wikipedia.org/wiki/Grotto_of_Casteret,,
Spain,,Pyrenees,Sarrios 1–6,,,,,2790–2810,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Casco 1–3,,,,,2750–2830,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Torre 1–3,,,,,2850–2860,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Cilindro,,,,,3020–3060,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Faja Luenga,,,,,2780,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Brecha 1–3,,,,,2790,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,La Roya 1–5,,,,,2715–2725,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Cristales,,,,,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,ES-CS-8,,,,,,,,,,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees; Las Tucas,Avenc del gel (C8) Revilla,,,,,2460,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees; Escuain,,,ES-C33,,,2360,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Avenc Sala Gelada,,ES-C40,,,2440,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Cova Fresca,,ES-B13,,,2320,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,ES-B17,,,2140,,,,,,,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,(Avenc de la Neu),,,,,1900,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees; Añelarre,Sima del Hielo,,ES-AN62,,,1988,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Sima de Linza,,,,,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,N1,,,,,2075,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,N2,,,,,2070,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,ES-LO7-17,,,2076,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,ES-LO7-3,,,2071,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,ES-AN118,,,2077,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,ES-AN230,,,2087,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,ES-C213,,,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees; Sierra de Alano (Ansó),Peña Forca Ice Cave,,,,,2300,,,,,,,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees; Sierras de Aísa,Lecherines Ice Cave,,,,,2080,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees; Tendeñera,Cueva del Hielo,,ES-ST2,,,2200,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees; (Arañonera),Soaso Ice Cave,,,,,2259–2400,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Fenez Ice Cave,,ES-T3,,,2390,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,ES-S-10,,,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Grajera de Turbón,,ES-T1,,,2208,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,ES-A31,,,2473,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees; Cotiella,A294,,ES-A294,,,2238,,,,,,permanent ice,"ice volume of 250 m^3, mainly composed of firn ice",,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0; Belmonte et al. (2014) DOI:10.4461/GFDQ.2014.37.12,,
Spain,,Pyrenees,,,ES-A69,,,2170,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,ES-A152,,,2191,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,ES-A405,,,2338,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,ES-C27,,,2456,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,ES-B94,,,2440,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Helada Brecha Brujas,,,,,2700,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org:10.1016/B978-0-12-811739-2.00028-0,,
Slovakia,,Bachureň,Ľadová jaskyňa,,,,,837,82,21,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Biele Karpaty, Vršatské bradlá, Vysoké Vršatce",Ľadnica,,,,,660,,7,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Hornádska kotlina, Medvedie chrbty",Ľadová jaskyňa na Dreveníku,,,,,557,215,17,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Malá ľadová jaskyňa,,,,,572,23,13,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Kremnické vrchy, Flochovský chrbát",Snežná rozsadlina,,,,,1177,91,25,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Nízke Tatry, Ďumbierske Tatry, Demänovské vrchy",Demänovská ľadová jaskyňa (Demänová Ice Cave),,,48.99861,19.58194,840,1975,57,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2; www.ssj.sk/en/jaskyna/5-demanovska-ice-cave,,
Slovakia,,,Havrania priepasť,,,,,1372,,40,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Jelenia priepasť (Závrtová priepasť),,,,,1487,32,18,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Studená diera,,,,,1440,35,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Veľká ľadová priepať na Ohništi,,,,,1529 upper (main) entrance; 1513 lower entrance,,125,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Nízke Tatry, Ďumbierske",Jaskyňa studeného vetra,,,,,1714,1818,129,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Slovenský kras, Horný vrch",Ľadová jaskyňa v Havranej skale,,,,,875,87,20,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Snežná diera,,,,,888,95,25,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Slovenský kras, Silická planina",Silická ľadnica,Silica Ice Cave,,,,503–470,1100,110,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Spišsko-gemerský kras,",Bodolová,,,,,1080,,33,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Muránska planina,Čurička,,,,,1010,14,8,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Studňa (Ľadová jama na Muráni),,,,,1165,64,24,,,,,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Šingliarka (Ľadová jama),,,,,1080,,20,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Veľká Stožka,,,,,1310,120,35,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Vrbiarka (Priepasť na Kubičkovej),,,,,1010,,17,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Spišsko-gemerský kras, Slovenský raj",Dobšinská ľadová jaskyňa (Dobšiná Ice Cave),,,48.871944,20.294722,969,1483,112,,,,permanent ice,UNESCO world heritage site,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2; www.ssj.sk/en/jaskyna/6-dobsinska-ice-cave; Gradzinski et al. https://doi.org:10.14241/asgp.2016.016,guided tourist cave,
Slovakia,,,Duča,,,,,995,319,20,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Strážovské vrchy, Zliechovská hornatina, Baske",Ľadová jama v Nárožnej (Ľadová diera),,,,,600,8,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Tatry, Východné Tatry, Belianske Tatry",Jaskyňa v Škaredom žľabe,Ľadová piecka,,,,1510,125,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Ľadová pivnica,,,,,1433,50,18,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Priepasť v Hlúpom vrchu,,,,,1996,,13,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Tatry, Východné Tatry, Vysoké Tatry",A-1 (Svišťová dolinka 1),,,,,1820,,10,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,A-2 (Svišťová dolinka 2),,,,,1820,,24,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,A-5 (Svišťová dolinka 4),,,,,1742,30,10,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Kostolík,,,,,1490,23,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Ľadová jaskyňa pod Košiarom,,,,,1550,20,5,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Ľadová kamzíčia jaskyňa,,,,,1700,125,20,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Nižná svišťová jaskyňa (Kovalova priepasť),,,,,1485,18,16,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Spišmichalova jaskyňa (Ľadová jaskyňa),,,,,1590,40,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Tichá diera (Snežná jaskyňa),,,,,1740,9,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Veľká ľadová puklina,,,,,1700,50,10,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Tatry, Západné Tatry, Červené vrchy",Harišňa,,,,,1808,7,4,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Ľadová morňa,,,,,1880,45,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,Mt. Kresanica,Ľadová priepasť,,,,,1938,,60,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Ľadové okno,,,,,1800,5,,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,,Snežná priepasť,,,,,1805,,10,,,,,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Tatry, Západné Tatry, Osobitá",Ľadová jaskyňa v Okolíku,,,,,1160,150,18,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Tatry, Západné Tatry, Sivý vrch",Košiarec,,,,,827,,29,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Slovakia,,"Veľká Fatra, Šípska Fatra",Ľadová jaskyňa na Šípe,,,,,700,29,20,,,,permanent ice,,,,Bella and Zelinka (2018) https://doi.org:10.1016/B978-0-12-811739-2.00029-2,,
Switzerland,,,Jochloch,,,,,3470,,,,,,permanent ice,Hoarfrost; permafrost zone,,,Luetscher and Jeannin (2018) https://doi.org:10.1016/B978-0-12-811739-2.00010-3,,
Switzerland,,Vanil Noir massif,Diablotins Ice Cave,,,45.50639,13.61,2092 upper entrance,,650,2,,,permanent ice,congelation ice,,,Luetscher and Jeannin (2018) https://doi.org:10.1016/B978-0-12-811739-2.00010-3,,
Switzerland,,Swiss Jura mountains,Monlesi Ice Cave,,,46.93833,6.58444,1135,,,,,,permanent ice,congelation ice; est. 6000m^3 ice,,,Luetscher and Jeannin (2018) https://doi.org:10.1016/B978-0-12-811739-2.00010-3; Luetscher et al. (2007) https://doi.org:10.3189/002214307783258503,,
Switzerland,,Swiss Jura mountains,St-Livres Ice Cave,,,46.56306,6.29722,1395,,,,,,permanent ice,firn deposits; cold air trap,,,Luetscher and Jeannin (2018) https://doi.org:10.1016/B978-0-12-811739-2.00010-3,,
Switzerland,,Swiss Jura mountains,Glacière de Saint-George,,,,,1290,,,,,,permanent ice,,,,Luetscher and Jeannin (2018) https://doi.org:10.1016/B978-0-12-811739-2.00010-3,,
Switzerland,,Swiss Jura mountains,Greux-de-Glace,,,,,,,,,,,permanent ice,,,,Luetscher and Jeannin (2018) https://doi.org:10.1016/B978-0-12-811739-2.00010-3,,
